Wavelength (nm),Pk12eV10C_n,Pk12eV10C_k
1037,2.526397857,0.002105245
1038,2.524970714,0.001970382
1039,2.523633118,0.001842004
1040,2.522653706,0.001720875
1041,2.521674294,0.001610615
1042,2.520694882,0.001505658
1043,2.520072176,0.001406683
1044,2.519538647,0.001316536
1045,2.519005118,0.001230728
1046,2.518461588,0.001149855
1047,2.517903059,0.001076152
1048,2.517344529,0.001005999
1049,2.516786,0.000939917
1050,2.515988647,0.00087966
1051,2.515191294,0.000822305
1052,2.514393941,0.00076831
1053,2.513511353,0.000719044
1054,2.512571941,0.000672154
1055,2.511632529,0.000628034
1056,2.510703118,0.000587755
1057,2.509813706,0.00054942
1058,2.508924294,0.000513369
1059,2.508034882,0.000480438
1060,2.507256771,0.000449096
1061,2.506506486,0.000419639
1062,2.5057562,0.000392715
1063,2.505038206,0.000367092
1064,2.504395559,0.000343022
1065,2.503752912,0.00032101
1066,2.503110265,0.000300061
1067,2.502560265,0.000280394
1068,2.502020559,0.000262397
1069,2.501480853,0.000245271
1070,2.500949235,0.0002292
1071,2.500425706,0.000214486
1072,2.499902176,0.000200484
1073,2.499367176,0.000187353
1074,2.498728941,0.000175323
1075,2.498090706,0.000163876
1076,2.497452471,0.000153146
1077,2.496721794,0.000143311
1078,2.4959515,0.000133952
1079,2.495181206,0.000125185
1080,2.494402706,0.000117144
1081,2.493605059,0.000109493
1082,2.492807412,0.000102329
1083,2.492009765,9.58E-05
1084,2.491313114,8.95E-05
1085,2.490627686,8.36E-05
1086,2.489942257,7.83E-05
1087,2.489292882,7.32E-05
1088,2.488697588,6.84E-05
1089,2.488102294,6.40E-05
1090,2.487507,5.98E-05
1091,2.486964941,5.59E-05
1092,2.486422882,5.23E-05
1093,2.485880824,4.89E-05
1094,2.485343882,4.57E-05
1095,2.484810353,4.27E-05
1096,2.484276824,4.00E-05
1097,2.483745059,3.73E-05
1098,2.483220353,3.49E-05
1099,2.482695647,3.27E-05
1100,2.482170941,3.05E-05
1101,2.481677294,2.86E-05
1102,2.481191412,2.67E-05
1103,2.480705529,2.50E-05
1104,2.480239371,2.33E-05
1105,2.4798028,2.18E-05
1106,2.479366229,2.04E-05
1107,2.478929657,1.91E-05
1108,2.478463529,1.78E-05
1109,2.477994118,1.67E-05
1110,2.477524706,1.56E-05
1111,2.476998676,1.46E-05
1112,2.476416029,1.36E-05
1113,2.475833382,1.28E-05
1114,2.475240176,1.19E-05
1115,2.474551941,1.11E-05
1116,2.473863706,1.04E-05
1117,2.473175471,9.74E-06
1118,2.472508441,9.11E-06
1119,2.4718505,8.52E-06
1120,2.471192559,7.96E-06
1121,2.470603353,7.44E-06
1122,2.470174529,6.96E-06
1123,2.469745706,6.51E-06
1124,2.469316882,6.08E-06
1125,2.469110457,5.69E-06
1126,2.468928743,5.32E-06
1127,2.468747029,4.97E-06
1128,2.468586706,4.65E-06
1129,2.468458471,4.35E-06
1130,2.468330235,4.07E-06
1131,2.468202,3.80E-06
1132,2.467872588,3.55E-06
1133,2.467543176,3.32E-06
1134,2.467213765,3.11E-06
1135,2.466736647,2.91E-06
1136,2.466161059,2.72E-06
1137,2.465585471,2.54E-06
1138,2.464989765,2.37E-06
1139,2.464313588,2.22E-06
1140,2.463637412,2.08E-06
1141,2.462961235,1.94E-06
1142,2.462396057,1.82E-06
1143,2.461858629,1.70E-06
1144,2.4613212,1.59E-06
1145,2.460832059,1.48E-06
1146,2.460455588,1.39E-06
1147,2.460079118,1.30E-06
1148,2.459702647,1.21E-06
1149,2.459409029,1.13E-06
1150,2.459124618,1.06E-06
1151,2.458840206,9.91E-07
1152,2.458526382,9.27E-07
1153,2.458183147,8.67E-07
1154,2.457839912,8.10E-07
1155,2.457486588,7.58E-07
1156,2.457042471,7.08E-07
1157,2.456598353,6.62E-07
1158,2.456154235,6.20E-07
1159,2.4556782,5.79E-07
1160,2.455188486,5.41E-07
1161,2.454698771,5.07E-07
1162,2.454212882,4.73E-07
1163,2.453742294,4.43E-07
1164,2.453271706,4.14E-07
1165,2.452801118,3.87E-07
1166,2.452385588,3.62E-07
1167,2.451983824,3.38E-07
1168,2.451582059,3.16E-07
1169,2.451204647,2.96E-07
1170,2.450863765,2.77E-07
1171,2.450522882,2.58E-07
1172,2.450182,2.42E-07
1173,2.449860235,2.26E-07
1174,2.449538471,2.11E-07
1175,2.449216706,1.98E-07
1176,2.448899771,1.85E-07
1177,2.448586057,1.73E-07
1178,2.448272343,1.62E-07
1179,2.447957735,1.51E-07
1180,2.447635088,1.41E-07
1181,2.447312441,1.32E-07
1182,2.446989794,1.23E-07
1183,2.446682382,1.15E-07
1184,2.4463815,1.08E-07
1185,2.446080618,1.01E-07
1186,2.445788118,9.43E-08
1187,2.445515176,8.82E-08
1188,2.445242235,8.25E-08
1189,2.444969294,7.71E-08
1190,2.444710314,7.21E-08
1191,2.444452886,6.74E-08
1192,2.444195457,6.30E-08
1193,2.443913824,5.89E-08
1194,2.443595882,5.51E-08
1195,2.443277941,5.15E-08
1196,2.44296,4.82E-08
1197,2.442541176,4.51E-08
1198,2.442122353,4.21E-08
1199,2.441703529,3.94E-08
1200,2.441234765,3.68E-08
1201,2.440732706,3.44E-08
1202,2.440230647,3.22E-08
1203,2.439729765,3.01E-08
1204,2.439233588,2.81E-08
1205,2.438737412,2.63E-08
1206,2.438241235,2.46E-08
1207,2.437868629,2.30E-08
1208,2.437526914,2.15E-08
1209,2.4371852,2.01E-08
1210,2.436893235,1.88E-08
1211,2.436717353,1.76E-08
1212,2.436541471,1.64E-08
1213,2.436365588,1.54E-08
1214,2.436296118,1.44E-08
1215,2.436238471,1.34E-08
1216,2.436180824,1.26E-08
1217,2.436095971,1.17E-08
1218,2.435983912,1.10E-08
1219,2.435871853,1.03E-08
1220,2.435744457,9.60E-09
1221,2.435479029,8.98E-09
1222,2.4352136,8.39E-09
1223,2.434948171,7.85E-09
1224,2.434581529,7.34E-09
1225,2.434147412,6.86E-09
1226,2.433713294,6.42E-09
1227,2.433267235,6.00E-09
1228,2.432773412,5.61E-09
1229,2.432279588,5.25E-09
1230,2.431785765,4.91E-09
1231,2.431360882,4.58E-09
1232,2.430953235,4.29E-09
1233,2.430545588,4.01E-09
1234,2.430194371,3.75E-09
1235,2.4299278,3.50E-09
1236,2.429661229,3.28E-09
1237,2.429394657,3.06E-09
1238,2.429225853,2.86E-09
1239,2.429067912,2.68E-09
1240,2.428909971,2.50E-09
1241,2.428766882,2.34E-09
1242,2.428638647,2.19E-09
1243,2.428510412,2.05E-09
1244,2.428378529,1.91E-09
1245,2.428213824,1.79E-09
1246,2.428049118,1.67E-09
1247,2.427884412,1.56E-09
1248,2.427675235,1.46E-09
1249,2.427447,1.37E-09
1250,2.427218765,1.28E-09
1251,2.426971486,1.20E-09
1252,2.426679771,1.12E-09
1253,2.426388057,1.05E-09
1254,2.426096343,9.78E-10
1255,2.425742706,9.13E-10
1256,2.425373588,8.55E-10
1257,2.425004471,7.99E-10
1258,2.424614647,7.46E-10
1259,2.424193765,6.99E-10
1260,2.423772882,6.53E-10
1261,2.423352,6.10E-10
1262,2.422914647,5.71E-10
1263,2.422477294,5.34E-10
1264,2.422039941,4.99E-10
1265,2.421645571,4.67E-10
1266,2.421279857,4.36E-10
1267,2.420914143,4.08E-10
1268,2.420560529,3.82E-10
1269,2.420315824,3.57E-10
1270,2.420071118,3.33E-10
1271,2.419826412,3.12E-10
1272,2.419676,2.92E-10
1273,2.419566,2.72E-10
1274,2.419456,2.55E-10
1275,2.419372143,2.38E-10
1276,2.419349286,2.23E-10
1277,2.419326429,2.08E-10
1278,2.419303571,1.95E-10
1279,2.419247,1.82E-10
1280,2.419182,1.70E-10
1281,2.419117,1.59E-10
1282,2.419,1.49E-10
1283,2.418805,1.39E-10
1284,2.41861,1.30E-10
1285,2.418415,1.22E-10
1286,2.418076765,1.14E-10
1287,2.417738529,1.06E-10
1288,2.417400294,9.94E-11
1289,2.417010429,9.30E-11
1290,2.416586143,8.70E-11
1291,2.416161857,8.12E-11
1292,2.415737765,7.60E-11
1293,2.415315412,7.11E-11
1294,2.414893059,6.64E-11
1295,2.414470706,6.22E-11
1296,2.414106618,5.81E-11
1297,2.4137675,5.43E-11
1298,2.413428382,5.08E-11
1299,2.413119088,4.75E-11
1300,2.412879382,4.44E-11
1301,2.412639676,4.15E-11
1302,2.412399971,3.88E-11
1303,2.412235086,3.63E-11
1304,2.412078514,3.39E-11
1305,2.411921943,3.17E-11
1306,2.411771059,2.96E-11
1307,2.411628706,2.78E-11
1308,2.411486353,2.59E-11
1309,2.411344,2.42E-11
1310,2.411186647,2.27E-11
1311,2.411029294,2.12E-11
1312,2.410871941,1.98E-11
1313,2.410698882,1.85E-11
1314,2.410515353,1.73E-11
1315,2.410331824,1.62E-11
1316,2.410145457,1.52E-11
1317,2.409947743,1.42E-11
1318,2.409750029,1.32E-11
1319,2.409552314,1.24E-11
1320,2.409351147,1.16E-11
1321,2.4091485,1.08E-11
1322,2.408945853,1.01E-11
1323,2.408746118,9.47E-12
1324,2.408553176,8.84E-12
1325,2.408360235,8.28E-12
1326,2.408167294,7.74E-12
1327,2.407983943,7.23E-12
1328,2.407801657,6.77E-12
1329,2.407619371,6.33E-12
1330,2.40743,5.91E-12
1331,2.40723,5.53E-12
1332,2.40703,5.17E-12
1333,2.40683,4.83E-12
1334,2.406581176,4.52E-12
1335,2.406332353,4.23E-12
1336,2.406083529,3.95E-12
1337,2.405796412,3.70E-12
1338,2.405483765,3.45E-12
1339,2.405171118,3.23E-12
1340,2.404849686,3.02E-12
1341,2.404493114,2.82E-12
1342,2.404136543,2.64E-12
1343,2.403779971,2.47E-12
1344,2.403400618,2.31E-12
1345,2.4030115,2.16E-12
1346,2.402622382,2.02E-12
1347,2.402248618,1.89E-12
1348,2.401910676,1.76E-12
1349,2.401572735,1.65E-12
1350,2.401234794,1.54E-12
1351,2.400993229,1.44E-12
1352,2.400762371,1.35E-12
1353,2.400531514,1.26E-12
1354,2.400341471,1.18E-12
1355,2.400212647,1.10E-12
1356,2.400083824,1.03E-12
1357,2.399955,9.63E-13
1358,2.399914118,9.01E-13
1359,2.399873235,8.42E-13
1360,2.399832353,7.87E-13
1361,2.399805412,7.37E-13
1362,2.399787765,6.88E-13
1363,2.399770118,6.43E-13
1364,2.399743886,6.02E-13
1365,2.399683314,5.63E-13
1366,2.399622743,5.26E-13
1367,2.399562171,4.92E-13
1368,2.399452382,4.60E-13
1369,2.3993215,4.30E-13
1370,2.399190618,4.02E-13
1371,2.399039794,3.76E-13
1372,2.398842441,3.51E-13
1373,2.398645088,3.29E-13
1374,2.398447735,3.07E-13
1375,2.398224857,2.87E-13
1376,2.397999143,2.69E-13
1377,2.397773429,2.51E-13
1378,2.397553765,2.35E-13
1379,2.397343176,2.20E-13
1380,2.397132588,2.05E-13
1381,2.396922,1.92E-13
1382,2.396756412,1.80E-13
1383,2.396590824,1.68E-13
1384,2.396425235,1.57E-13
1385,2.396286294,1.47E-13
1386,2.396165118,1.37E-13
1387,2.396043941,1.28E-13
1388,2.3959278,1.20E-13
1389,2.3958318,1.12E-13
1390,2.3957358,1.05E-13
1391,2.3956398,9.81E-14
1392,2.395517735,9.17E-14
1393,2.3953845,8.57E-14
1394,2.395251265,8.02E-14
1395,2.395095,7.49E-14
1396,2.394885,7.00E-14
1397,2.394675,6.55E-14
1398,2.394465,6.12E-14
1399,2.394186086,5.73E-14
1400,2.393899514,5.36E-14
1401,2.393612943,5.01E-14
1402,2.393295,4.68E-14
1403,2.39293,4.38E-14
1404,2.392565,4.09E-14
1405,2.3922,3.83E-14
1406,2.391809118,3.58E-14
1407,2.391418235,3.34E-14
1408,2.391027353,3.13E-14
1409,2.390664882,2.93E-14
1410,2.390321353,2.73E-14
1411,2.389977824,2.56E-14
1412,2.389651857,2.39E-14
1413,2.389396143,2.23E-14
1414,2.389140429,2.09E-14
1415,2.388884714,1.95E-14
1416,2.388684676,1.83E-14
1417,2.3885085,1.71E-14
1418,2.388332324,1.60E-14
1419,2.388177853,1.49E-14
1420,2.388074029,1.40E-14
1421,2.387970206,1.31E-14
1422,2.387866382,1.22E-14
1423,2.387786829,1.14E-14
1424,2.387709971,1.07E-14
1425,2.387633114,9.98E-15
1426,2.387544647,9.33E-15
1427,2.387438765,8.73E-15
1428,2.387332882,8.15E-15
1429,2.387227,7.63E-15
1430,2.387075529,7.13E-15
1431,2.386924059,6.67E-15
1432,2.386772588,6.23E-15
1433,2.386596286,5.83E-15
1434,2.386403429,5.45E-15
1435,2.386210571,5.10E-15
1436,2.386013912,4.77E-15
1437,2.385783029,4.45E-15
1438,2.385552147,4.17E-15
1439,2.385321265,3.90E-15
1440,2.385095529,3.64E-15
1441,2.384872,3.40E-15
1442,2.384648471,3.18E-15
1443,2.384438,2.98E-15
1444,2.384258,2.78E-15
1445,2.384078,2.60E-15
1446,2.383898,2.43E-15
1447,2.38375,2.27E-15
1448,2.38361,2.13E-15
1449,2.38347,1.99E-15
1450,2.383346118,1.86E-15
1451,2.383246412,1.74E-15
1452,2.383146706,1.63E-15
1453,2.383047,1.52E-15
1454,2.382967588,1.42E-15
1455,2.382888176,1.33E-15
1456,2.382808765,1.24E-15
1457,2.382717857,1.16E-15
1458,2.382619286,1.09E-15
1459,2.382520714,1.02E-15
1460,2.382416882,9.50E-16
1461,2.382265706,8.88E-16
1462,2.382114529,8.30E-16
1463,2.381963353,7.76E-16
1464,2.381772441,7.25E-16
1465,2.3815645,6.79E-16
1466,2.381356559,6.35E-16
1467,2.381135229,5.93E-16
1468,2.380882657,5.55E-16
1469,2.380630086,5.19E-16
1470,2.380377514,4.85E-16
1471,2.380091706,4.53E-16
1472,2.379797588,4.24E-16
1473,2.379503471,3.96E-16
1474,2.379211471,3.71E-16
1475,2.378922647,3.47E-16
1476,2.378633824,3.24E-16
1477,2.378345,3.03E-16
1478,2.378093857,2.83E-16
1479,2.377842714,2.65E-16
1480,2.377591571,2.48E-16
1481,2.377356882,2.32E-16
1482,2.377138647,2.16E-16
1483,2.376920412,2.02E-16
1484,2.376706265,1.89E-16
1485,2.376528912,1.77E-16
1486,2.376351559,1.65E-16
1487,2.376174206,1.55E-16
1488,2.376022,1.45E-16
1489,2.375880571,1.35E-16
1490,2.375739143,1.26E-16
1491,2.375598765,1.18E-16
1492,2.375462588,1.11E-16
1493,2.375326412,1.03E-16
1494,2.375190235,9.66E-17
1495,2.375047706,9.04E-17
1496,2.374903588,8.45E-17
1497,2.374759471,7.90E-17
1498,2.374608882,7.39E-17
1499,2.374448588,6.91E-17
1500,2.374288294,6.45E-17
1501,2.374128,6.04E-17
1502,2.373953429,5.65E-17
1503,2.373778857,5.28E-17
1504,2.373604286,4.94E-17
1505,2.373563849,4.62E-17
1506,2.373417346,4.31E-17
1507,2.373270851,4.03E-17
1508,2.373124368,3.77E-17
1509,2.372977893,3.52E-17
1510,2.372831427,3.30E-17
1511,2.372684969,3.08E-17
1512,2.37253852,2.88E-17
1513,2.372392082,2.70E-17
1514,2.372245652,2.52E-17
1515,2.372099231,2.35E-17
1516,2.371952819,2.20E-17
1517,2.371806415,2.06E-17
1518,2.371660022,1.92E-17
1519,2.371513637,1.80E-17
1520,2.371367262,1.68E-17
1521,2.371220894,1.57E-17
1522,2.371074535,1.47E-17
1523,2.370928188,1.38E-17
1524,2.370781848,1.29E-17
1525,2.370635518,1.20E-17
1526,2.370489195,1.13E-17
1527,2.370342882,1.05E-17
1528,2.370196579,9.84E-18
1529,2.370050285,9.20E-18
1530,2.369904,8.59E-18
1531,2.369757722,8.04E-18
1532,2.369611454,7.52E-18
1533,2.369465197,7.02E-18
1534,2.369318948,6.57E-18
1535,2.369172707,6.15E-18
1536,2.369026475,5.74E-18
1537,2.368880252,5.37E-18
1538,2.36873404,5.02E-18
1539,2.368587836,4.69E-18
1540,2.368441641,4.39E-18
1541,2.368295454,4.11E-18
1542,2.368149276,3.84E-18
1543,2.368003109,3.59E-18
1544,2.36785695,3.36E-18
1545,2.3677108,3.14E-18
1546,2.367564658,2.93E-18
1547,2.367418525,2.74E-18
1548,2.367272403,2.56E-18
1549,2.367126289,2.40E-18
1550,2.366980184,2.24E-18
1551,2.366834087,2.09E-18
1552,2.366688,1.96E-18
1553,2.366541923,1.83E-18
1554,2.366395854,1.71E-18
1555,2.366249794,1.60E-18
1556,2.366103742,1.50E-18
1557,2.3659577,1.40E-18
1558,2.365811668,1.31E-18
1559,2.365665644,1.22E-18
1560,2.365519629,1.14E-18
1561,2.365373622,1.07E-18
1562,2.365227625,1.00E-18
1563,2.365081638,9.35E-19
1564,2.36493566,8.75E-19
1565,2.36478969,8.18E-19
1566,2.364643728,7.64E-19
1567,2.364497776,7.16E-19
1568,2.364351834,6.69E-19
1569,2.364205901,6.25E-19
1570,2.364059975,5.85E-19
1571,2.363914059,5.47E-19
1572,2.363768152,5.11E-19
1573,2.363622255,4.78E-19
1574,2.363476366,4.47E-19
1575,2.363330486,4.18E-19
1576,2.363184615,3.91E-19
1577,2.363038753,3.65E-19
1578,2.362892901,3.41E-19
1579,2.362747058,3.19E-19
1580,2.362601222,2.99E-19
1581,2.362455396,2.79E-19
1582,2.362309579,2.61E-19
1583,2.362163772,2.44E-19
1584,2.362017974,2.28E-19
1585,2.361872184,2.13E-19
1586,2.361726402,2.00E-19
1587,2.36158063,1.86E-19
1588,2.361434868,1.74E-19
1589,2.361289115,1.63E-19
1590,2.36114337,1.52E-19
1591,2.360997633,1.43E-19
1592,2.360851906,1.33E-19
1593,2.360706189,1.25E-19
1594,2.360560481,1.17E-19
1595,2.360414781,1.09E-19
1596,2.360269089,1.02E-19
1597,2.360123407,9.53E-20
1598,2.359977735,8.91E-20
1599,2.359832072,8.32E-20
1600,2.359686416,7.79E-20
1601,2.35954077,7.28E-20
1602,2.359395133,6.80E-20
1603,2.359249506,6.37E-20
1604,2.359103887,5.95E-20
1605,2.358958277,5.56E-20
1606,2.358812675,5.20E-20
1607,2.358667084,4.87E-20
1608,2.358521501,4.55E-20
1609,2.358375928,4.25E-20
1610,2.358230362,3.98E-20
1611,2.358084805,3.72E-20
1612,2.357939259,3.48E-20
1613,2.357793721,3.25E-20
1614,2.357648193,3.04E-20
1615,2.357502672,2.84E-20
1616,2.35735716,2.66E-20
1617,2.357211659,2.48E-20
1618,2.357066166,2.32E-20
1619,2.356920682,2.17E-20
1620,2.356775206,2.03E-20
1621,2.356629739,1.90E-20
1622,2.356484283,1.78E-20
1623,2.356338835,1.66E-20
1624,2.356193396,1.55E-20
1625,2.356047965,1.45E-20
1626,2.355902543,1.36E-20
1627,2.355757131,1.27E-20
1628,2.355611729,1.19E-20
1629,2.355466334,1.11E-20
1630,2.355320948,1.04E-20
1631,2.355175571,9.70E-21
1632,2.355030205,9.06E-21
1633,2.354884847,8.48E-21
1634,2.354739497,7.93E-21
1635,2.354594156,7.41E-21
1636,2.354448823,6.93E-21
1637,2.354303502,6.48E-21
1638,2.354158189,6.05E-21
1639,2.354012884,5.67E-21
1640,2.353867588,5.30E-21
1641,2.3537223,4.95E-21
1642,2.353577024,4.63E-21
1643,2.353431755,4.33E-21
1644,2.353286495,4.05E-21
1645,2.353141244,3.79E-21
1646,2.352996001,3.54E-21
1647,2.352850769,3.31E-21
1648,2.352705546,3.09E-21
1649,2.352560331,2.89E-21
1650,2.352415124,2.70E-21
1651,2.352269926,2.53E-21
1652,2.352124739,2.36E-21
1653,2.351979561,2.21E-21
1654,2.35183439,2.07E-21
1655,2.351689229,1.93E-21
1656,2.351544075,1.81E-21
1657,2.351398933,1.69E-21
1658,2.351253799,1.58E-21
1659,2.351108674,1.48E-21
1660,2.350963557,1.38E-21
1661,2.350818449,1.29E-21
1662,2.350673351,1.21E-21
1663,2.350528262,1.13E-21
1664,2.350383181,1.06E-21
1665,2.350238109,9.87E-22
1666,2.350093046,9.23E-22
1667,2.349947993,8.63E-22
1668,2.349802949,8.06E-22
1669,2.349657913,7.54E-22
1670,2.349512885,7.05E-22
1671,2.349367867,6.59E-22
1672,2.349222859,6.17E-22
1673,2.349077859,5.76E-22
1674,2.348932868,5.39E-22
1675,2.348787885,5.04E-22
1676,2.348642911,4.71E-22
1677,2.348497948,4.40E-22
1678,2.348352993,4.12E-22
1679,2.348208046,3.85E-22
1680,2.348063108,3.60E-22
1681,2.34791818,3.37E-22
1682,2.347773261,3.15E-22
1683,2.347628351,2.94E-22
1684,2.347483449,2.75E-22
1685,2.347338556,2.57E-22
1686,2.347193672,2.41E-22
1687,2.347048798,2.25E-22
1688,2.346903932,2.10E-22
1689,2.346759075,1.97E-22
1690,2.346614226,1.84E-22
1691,2.346469387,1.72E-22
1692,2.346324558,1.61E-22
1693,2.346179737,1.50E-22
1694,2.346034925,1.41E-22
1695,2.345890121,1.31E-22
1696,2.345745326,1.23E-22
1697,2.345600542,1.15E-22
1698,2.345455765,1.07E-22
1699,2.345310998,1.00E-22
1700,2.345166238,9.39E-23
1701,2.345021489,8.78E-23
1702,2.344876749,8.21E-23
1703,2.344732017,7.67E-23
1704,2.344587294,7.18E-23
1705,2.344442579,6.71E-23
1706,2.344297874,6.27E-23
1707,2.344153179,5.87E-23
1708,2.344008492,5.49E-23
1709,2.343863814,5.13E-23
1710,2.343719144,4.79E-23
1711,2.343574484,4.49E-23
1712,2.343429833,4.19E-23
1713,2.343285191,3.92E-23
1714,2.343140557,3.67E-23
1715,2.342995931,3.43E-23
1716,2.342851316,3.20E-23
1717,2.34270671,3.00E-23
1718,2.342562112,2.80E-23
1719,2.342417523,2.62E-23
1720,2.342272942,2.45E-23
1721,2.342128371,2.29E-23
1722,2.34198381,2.14E-23
1723,2.341839257,2.00E-23
1724,2.341694712,1.87E-23
1725,2.341550176,1.75E-23
1726,2.34140565,1.64E-23
1727,2.341261133,1.53E-23
1728,2.341116625,1.43E-23
1729,2.340972125,1.34E-23
1730,2.340827633,1.25E-23
1731,2.340683152,1.17E-23
1732,2.340538679,1.09E-23
1733,2.340394215,1.02E-23
1734,2.34024976,9.56E-24
1735,2.340105313,8.94E-24
1736,2.339960876,8.35E-24
1737,2.339816448,7.81E-24
1738,2.339672029,7.31E-24
1739,2.339527618,6.83E-24
1740,2.339383215,6.39E-24
1741,2.339238823,5.97E-24
1742,2.33909444,5.58E-24
1743,2.338950066,5.22E-24
1744,2.338805699,4.88E-24
1745,2.338661341,4.56E-24
1746,2.338516994,4.27E-24
1747,2.338372655,3.99E-24
1748,2.338228325,3.73E-24
1749,2.338084003,3.49E-24
1750,2.337939689,3.26E-24
1751,2.337795387,3.05E-24
1752,2.337651093,2.85E-24
1753,2.337506807,2.67E-24
1754,2.337362529,2.49E-24
1755,2.33721826,2.33E-24
1756,2.337074002,2.18E-24
1757,2.336929753,2.04E-24
1758,2.336785511,1.90E-24
1759,2.336641279,1.78E-24
1760,2.336497054,1.66E-24
1761,2.33635284,1.56E-24
1762,2.336208635,1.46E-24
1763,2.336064439,1.36E-24
1764,2.33592025,1.27E-24
1765,2.33577607,1.19E-24
1766,2.335631901,1.11E-24
1767,2.335487741,1.04E-24
1768,2.335343588,9.73E-25
1769,2.335199444,9.09E-25
1770,2.335055309,8.50E-25
1771,2.334911184,7.95E-25
1772,2.334767068,7.43E-25
1773,2.33462296,6.95E-25
1774,2.334478861,6.50E-25
1775,2.33433477,6.07E-25
1776,2.33419069,5.68E-25
1777,2.334046618,5.31E-25
1778,2.333902555,4.96E-25
1779,2.3337585,4.64E-25
1780,2.333614453,4.34E-25
1781,2.333470418,4.06E-25
1782,2.333326391,3.80E-25
1783,2.333182372,3.55E-25
1784,2.333038361,3.32E-25
1785,2.332894359,3.10E-25
1786,2.332750368,2.90E-25
1787,2.332606385,2.71E-25
1788,2.332462411,2.54E-25
1789,2.332318445,2.37E-25
1790,2.332174487,2.22E-25
1791,2.33203054,2.07E-25
1792,2.331886602,1.94E-25
1793,2.331742672,1.81E-25
1794,2.33159875,1.70E-25
1795,2.331454837,1.59E-25
1796,2.331310935,1.48E-25
1797,2.331167041,1.39E-25
1798,2.331023155,1.30E-25
1799,2.330879278,1.21E-25
1800,2.330735409,1.13E-25
